Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-2,342333333;-2,102;-1,915483871;-1,791290323;-2;-2,686129032;-3,315666667;-3,61;-3,553666667;-3,299032258;-2,979032258;-2,648333333
-5;-2,506666667;-2,276333333;-2,087096774;-1,941290323;-1,9825;-2,427096774;-3,003666667;-3,366129032;-3,435333333;-3,294193548;-3,052580645;-2,778333333
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);1,030645161;-6,864666667;-17,10580645;-22,25612903;-20,03571429;-12,7983871;-6,344;1,373225806;7,997666667;15,63290323;12,1316129;7,093666667
-0,25;0,259;-1,974666667;-6,66;-9,395483871;-8,863928571;-5,838709677;-3,273666667;-0,167419355;2,177333333;5,40516129;4,452580645;2,738
-0,5;0,274333333;-0,421333333;-3,950322581;-7,12;-7,625357143;-5,419677419;-3,690333333;-1,206129032;0,103333333;2,662258065;2,830645161;2,018333333
-0,75;0,206;-0,018;-1,971612903;-5,383225806;-6,6;-5,12;-3,936333333;-1,855483871;-0,774333333;0,726129032;1,628709677;1,428
-1;0,134666667;-0,014;-0,97;-4,264516129;-5,833928571;-4,909354839;-3,988666667;-2,196129032;-1,146666667;-0,175806452;0,871935484;0,988333333
-1,5;-0,062666667;-0,140666667;-0,253548387;-2,395806452;-4,360357143;-4,398387097;-3,869333333;-2,629677419;-1,693333333;-1,07;-0,409032258;0,052
-2;-0,467;-0,441333333;-0,440967742;-1,295806452;-3,121428571;-3,762580645;-3,567;-2,801935484;-2,037666667;-1,512258065;-1,007419355;-0,634666667
-2,5;-0,839333333;-0,742333333;-0,690645161;-0,927096774;-2,188928571;-3,092258065;-3,187666667;-2,797419355;-2,231666667;-1,792258065;-1,388709677;-1,059
-3;-1,135;-1,003;-0,919032258;-0,928709677;-1,601071429;-2,479354839;-2,788666667;-2,673548387;-2,307666667;-1,962258065;-1,641612903;-1,356666667
-3,5;-1,360333333;-1,215666667;-1,113870968;-1,053225806;-1,328214286;-2,001612903;-2,412666667;-2,485806452;-2,297;-2,05;-1,802580645;-1,566
-4;-1,527;-1,383666667;-1,272258065;-1,189677419;-1,260357143;-1,680322581;-2,090333333;-2,27516129;-2,229333333;-2,077419355;-1,896129032;-1,707333333
-4,5;-1,642;-1,509333333;-1,397419355;-1,306774194;-1,286428571;-1,502580645;-1,842333333;-2,076774194;-2,133666667;-2,064516129;-1,940967742;-1,795
-5;-1,716333333;-1,597333333;-1,490322581;-1,397741935;-1,3425;-1,428709677;-1,675333333;-1,914193548;-2,031666667;-2,025483871;-1,95;-1,841333333
