Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-2,273870968;-2,021;-1,830967742;-1,687741935;-1,799285714;-2,468709677;-3,183;-3,485483871;-3,446333333;-3,213548387;-2,905483871;-2,579333333
-5;-2,434516129;-2,196333333;-2,002903226;-1,849354839;-1,827857143;-2,222903226;-2,848333333;-3,235483871;-3,319;-3,195806452;-2,968709677;-2,703666667
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);3,509354839;-6,292666667;-17,27774194;-23,33032258;-23,06964286;-13,12193548;-5,871;0,85;7,853333333;15,6583871;15,27774194;7,812666667
-0,25;1,334193548;-1,788;-6,759354839;-9,743548387;-10,08035714;-6,043870968;-3,04;-0,334516129;2,104;5,425806452;5,65483871;3,035666667
-0,5;1,019677419;-0,253;-3,945483871;-7,237419355;-8,302142857;-5,761290323;-3,464;-1,294193548;0,036;2,678064516;3,671612903;2,297333333
-0,75;0,748387097;0,076666667;-1,866129032;-5,336774194;-6,896428571;-5,538387097;-3,723;-1,898064516;-0,803333333;0,732258065;2,192580645;1,683666667
-1;0,546774194;0,074;-0,849032258;-4,100322581;-5,944285714;-5,312580645;-3,8;-2,214193548;-1,162666667;-0,171290323;1,259032258;1,225
-1,5;0,108709677;-0,028666667;-0,126451613;-2,020967742;-4,232142857;-4,674193548;-3,744666667;-2,605806452;-1,688333333;-1,051290323;-0,303548387;0,246666667
-2;-0,369354839;-0,331;-0,332903226;-0,951290323;-2,87;-3,87483871;-3,490666667;-2,746129032;-2,011666667;-1,484193548;-0,967096774;-0,541
-2,5;-0,766129032;-0,656;-0,600322581;-0,712258065;-1,893928571;-3,062258065;-3,127666667;-2,718387097;-2,185666667;-1,751612903;-1,348064516;-0,992
-3;-1,071935484;-0,930666667;-0,840645161;-0,806774194;-1,338571429;-2,356451613;-2,720333333;-2,581935484;-2,242333333;-1,91;-1,591290323;-1,298333333
-3,5;-1,300322581;-1,149333333;-1,042903226;-0,968709677;-1,138214286;-1,832903226;-2,322;-2,382258065;-2,213666667;-1,981935484;-1,743870968;-1,507333333
-4;-1,465483871;-1,318;-1,20516129;-1,117741935;-1,129285714;-1,512258065;-1,976333333;-2,163870968;-2,132333333;-1,996774194;-1,827096774;-1,644
-4,5;-1,579032258;-1,443666667;-1,330645161;-1,237741935;-1,190357143;-1,356774194;-1,715333333;-1,958709677;-2,026666667;-1,973225806;-1,862903226;-1,726
-5;-1,648064516;-1,529;-1,421612903;-1,329032258;-1,262142857;-1,308387097;-1,545666667;-1,791290323;-1,919666667;-1,927741935;-1,864516129;-1,766333333
