Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-0,963548387;-0,882666667;-0,810645161;-0,752903226;-0,708214286;-0,688064516;-0,804;-0,998064516;-1,106666667;-1,127741935;-1,100645161;-1,041666667
-5;-0,994193548;-0,932;-0,87;-0,813225806;-0,767857143;-0,733225806;-0,755;-0,873870968;-0,993333333;-1,056451613;-1,068064516;-1,044
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);2,93483871;-4,642;-13,20096774;-17,78483871;-16,72607143;-8,553870968;-3,211333333;5,726129032;9,491333333;16,18903226;14,04967742;8,137666667
-0,25;1,148064516;-1,132;-4,928387097;-7,251612903;-7,118928571;-3,901612903;-1,703666667;1,13516129;3,089333333;5,782580645;5,352903226;3,233333333
-0,5;1,083548387;0,005;-2,553225806;-5,021290323;-5,521785714;-3,499677419;-1,948333333;-0,267419355;1,013333333;3,440322581;3,863225806;2,657333333
-0,75;0,966129032;0,142333333;-0,907419355;-3,334516129;-4,257142857;-3,157419355;-2,071;-0,769354839;-0,142333333;1,751935484;2,721290323;2,183666667
-1;0,841612903;0,146;-0,287419355;-2,226129032;-3,372857143;-2,861612903;-2,045333333;-0,968709677;-0,482333333;0,764193548;1,970322581;1,809333333
-1,5;0,511612903;0,101666667;-0,026774194;-0,502258065;-1,736428571;-2,130967742;-1,785333333;-1,148709677;-0,760333333;-0,409677419;0,542903226;0,958666667
-2;0,122258065;0,000333333;-0,060645161;-0,096774194;-0,518928571;-1,293225806;-1,376666667;-1,11483871;-0,847333333;-0,648387097;-0,350967742;0,084333333
-2,5;-0,247741935;-0,195;-0,19;-0,19;-0,211428571;-0,597419355;-0,944333333;-0,953548387;-0,824666667;-0,705806452;-0,562580645;-0,385333333
-3;-0,42516129;-0,360666667;-0,322580645;-0,301290323;-0,29;-0,34483871;-0,593333333;-0,739354839;-0,734666667;-0,684193548;-0,614193548;-0,518333333
-3,5;-0,498064516;-0,448333333;-0,411290323;-0,383870968;-0,365;-0,356451613;-0,425666667;-0,557741935;-0,62;-0,623225806;-0,599032258;-0,554666667
-4;-0,517741935;-0,486333333;-0,459032258;-0,435806452;-0,416428571;-0,402903226;-0,405666667;-0,458387097;-0,521666667;-0,551935484;-0,558709677;-0,544333333
-4,5;-0,509354839;-0,495666667;-0,479032258;-0,463225806;-0,446785714;-0,434193548;-0,422666667;-0,431290323;-0,463;-0,492903226;-0,510645161;-0,52
-5;-0,49;-0,49;-0,482580645;-0,472580645;-0,461785714;-0,450645161;-0,44;-0,430322581;-0,440333333;-0,456129032;-0,474516129;-0,487
