Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-1,502666667;-1,342666667;-1,216129032;-1,118387097;-1,057857143;-1,245483871;-1,732;-2,067096774;-2,132333333;-2,040645161;-1,88;-1,692666667
-5;-1,6;-1,454333333;-1,329354839;-1,227096774;-1,151785714;-1,190645161;-1,501333333;-1,841290323;-2,002333333;-1,992903226;-1,895483871;-1,755
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);2,987419355;-5,620666667;-15,7983871;-20,79419355;-20,42607143;-11,36419355;-4,368333333;5,147741935;10,72366667;17,33645161;13,65387097;8,925333333
-0,25;1,116666667;-1,501;-6,1;-8,557096774;-8,856428571;-5,175483871;-2,317333333;1,10483871;3,596333333;6,272258065;5,199032258;3,525333333
-0,5;0,982666667;-0,105;-3,402258065;-6,116129032;-7,098571429;-4,724193548;-2,708333333;-0,510967742;1,317666667;3,759354839;3,722903226;2,820666667
-0,75;0,841;0,131;-1,445806452;-4,273548387;-5,673571429;-4,355483871;-2,924333333;-1,134193548;-0,110333333;1,92;2,588064516;2,241
-1;0,713666667;0,128333333;-0,571290323;-3,058064516;-4,673571429;-4,05516129;-2,949333333;-1,416451613;-0,604;0,832580645;1,838064516;1,800333333
-1,5;0,381666667;0,060666667;-0,046451613;-0,999677419;-2,844642857;-3,318387097;-2,769;-1,742903226;-1,085;-0,527419355;0,398387097;0,843666667
-2;-0,011;-0,072333333;-0,118709677;-0,233225806;-1,413214286;-2,462903226;-2,397333333;-1,823548387;-1,314666667;-0,928064516;-0,501290323;-0,096666667
-2,5;-0,399333333;-0,334333333;-0,313225806;-0,310645161;-0,640357143;-1,650322581;-1,954;-1,741612903;-1,397666667;-1,11483871;-0,829032258;-0,572666667
-3;-0,648;-0,554666667;-0,5;-0,467741935;-0,501428571;-1,050967742;-1,520333333;-1,559032258;-1,38;-1,188064516;-0,99483871;-0,804
-3,5;-0,807;-0,713333333;-0,648064516;-0,601290323;-0,575714286;-0,763548387;-1,162333333;-1,336129032;-1,295;-1,189032258;-1,066451613;-0,933
-4;-0,904;-0,823;-0,756774194;-0,70516129;-0,667857143;-0,698387097;-0,924666667;-1,125806452;-1,178333333;-1,146774194;-1,082580645;-0,997666667
-4,5;-0,957666667;-0,892;-0,832580645;-0,780645161;-0,74;-0,722580645;-0,808666667;-0,964516129;-1,060666667;-1,084193548;-1,065806452;-1,02
-5;-0,979;-0,93;-0,879032258;-0,830322581;-0,79;-0,757741935;-0,773666667;-0,866129032;-0,965333333;-1,020322581;-1,03516129;-1,018
