Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);6,148333333;-4,020666667;-12,89258065;-17,21032258;-18,67071429;-8,534516129;-0,493666667;7,497096774;8,181666667;16,28645161;15,49741935;10,18966667
-0,25;2,695333333;-1,313666667;-5,098387097;-7,497419355;-8,202857143;-4,361612903;-0,898;2,514516129;3,199666667;6,169032258;6,290322581;4,441333333
-0,5;2,752333333;-0,757666667;-4,21516129;-6,837741935;-7,578928571;-4,610645161;-1,335666667;1,899677419;2,882;5,416129032;5,925806452;4,465
-0,75;2,791666667;-0,259666667;-3,458387097;-6,191935484;-6,98;-4,771290323;-1,685666667;1,367419355;2,543;4,73516129;5,55516129;4,434333333
-1;2,817;0,182666667;-2,790645161;-5,565483871;-6,407857143;-4,856129032;-1,976666667;0,899032258;2,199;4,11516129;5,18;4,363
-1,5;2,816666667;0,870666667;-1,693548387;-4,392903226;-5,358571429;-4,79483871;-2,402333333;0,129032258;1,535666667;3,070967742;4,421935484;4,109
-2;2,752;1,329666667;-0,845483871;-3,341612903;-4,432142857;-4,507096774;-2,650333333;-0,471612903;0,947666667;2,24483871;3,675806452;3,750333333
-2,5;2,633666667;1,602333333;-0,204193548;-2,428709677;-3,611428571;-4,076129032;-2,743333333;-0,928387097;0,445333333;1,586129032;2,973548387;3,329333333
-3;2,469;1,734666667;0,269354839;-1,66;-2,884285714;-3,569354839;-2,708;-1,252580645;0,027333333;1,056451613;2,339354839;2,881666667
-3,5;2,268333333;1,763;0,603870968;-1,031935484;-2,246071429;-3,041290323;-2,577666667;-1,456774194;-0,306333333;0,628709677;1,782903226;2,436666667
-4;2,042;1,716;0,82516129;-0,531935484;-1,691785714;-2,524516129;-2,381;-1,556774194;-0,563;0,283548387;1,30516129;2,011
-4,5;1,799666667;1,620666667;0,958709677;-0,147419355;-1,216428571;-2,044516129;-2,140666667;-1,57483871;-0,745333333;0,011612903;0,903548387;1,617666667
-5;1,552333333;1,491;1,021290323;0,139354839;-0,817857143;-1,610967742;-1,875666667;-1,528387097;-0,863666667;-0,197419355;0,574193548;1,264
