Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-0,432666667;-0,361333333;-0,310322581;-0,274193548;-0,376428571;-2,082580645;-2,546666667;-1,945806452;-1,326;-0,950322581;-0,707096774;-0,544333333
-5;-0,496;-0,417;-0,359677419;-0,317096774;-0,3525;-1,665483871;-2,303;-1,921935484;-1,387;-1,025483871;-0,782903226;-0,614
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);6,148333333;-4,020666667;-12,89225806;-17,21032258;-18,67071429;-8,534193548;-0,493333333;7,497096774;8,181666667;16,28645161;15,49741935;10,18966667
-0,25;2,296666667;-0,503;-4,066451613;-6,586774194;-7,531071429;-4,043225806;-1,141666667;0,878387097;2,253333333;5,130645161;5,39516129;3,793333333
-0,5;1,934333333;0,103333333;-2,152580645;-5,026129032;-6,301428571;-3,958064516;-1,409666667;0,006774194;0,952333333;3,370322581;4,140322581;3,159333333
-0,75;1,563333333;0,198;-0,660645161;-3,480967742;-5,101428571;-3,832580645;-1,576666667;-0,218387097;0,052;1,674193548;2,890967742;2,476666667
-1;1,179333333;0,198333333;0,013870968;-1,96516129;-3,933214286;-3,662580645;-1,698666667;-0,329677419;-0,122;0,36;1,658064516;1,758666667
-1,5;0,392;0,130333333;0,075806452;-0,032258065;-1,728214286;-3,219354839;-1,840333333;-0,530967742;-0,237;-0,133548387;-0,028064516;0,273666667
-2;-0,072333333;-0,054;-0,041935484;-0,036774194;-0,433928571;-2,706451613;-1,872333333;-0,698709677;-0,342;-0,206451613;-0,133870968;-0,096666667
-2,5;-0,111666667;-0,099;-0,09;-0,08483871;-0,171428571;-2,191290323;-1,829666667;-0,830967742;-0,436333333;-0,27483871;-0,186451613;-0,137
-3;-0,14;-0,122;-0,109677419;-0,1;-0,125714286;-1,723870968;-1,729;-0,925806452;-0,517;-0,33516129;-0,233870968;-0,175333333
-3,5;-0,167666667;-0,143333333;-0,125806452;-0,11483871;-0,117142857;-1,329032258;-1,595666667;-0,982903226;-0,581666667;-0,389032258;-0,278064516;-0,21
-4;-0,194;-0,163666667;-0,143225806;-0,127419355;-0,121071429;-1,012580645;-1,44;-1,007741935;-0,631;-0,43483871;-0,315806452;-0,242333333
-4,5;-0,217333333;-0,182666667;-0,158064516;-0,140322581;-0,128214286;-0,767419355;-1,275333333;-1,000645161;-0,667333333;-0,470645161;-0,349354839;-0,270666667
-5;-0,238333333;-0,200666667;-0,171935484;-0,151612903;-0,136428571;-0,583870968;-1,113;-0,971290323;-0,686;-0,499354839;-0,377419355;-0,296
