Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-5;-0,214;-0,232;-0,787096774;-2,03483871;-3,5225;-4,701290323;-5,084666667;-4,796451613;-4,056;-3,042580645;-1,780322581;-0,691666667
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);3,210645161;-5,41;-15,8116129;-21,69483871;-21,7;-12,59709677;-6,412333333;-0,057096774;5,419;13,31741935;14,12258065;7,552
-0,25;1,435;-2,062666667;-6,455806452;-9,474193548;-9,876428571;-6,048064516;-3,452333333;-0,593870968;1,697333333;4,997096774;5,560645161;3,269
-0,5;1,503;-1,590666667;-5,533548387;-8,703870968;-9,378928571;-6,15;-3,789;-1,066451613;1,137333333;4,292580645;5,076129032;3,255333333
-0,75;1,543333333;-1,167;-4,733548387;-7,971290323;-8,826428571;-6,230967742;-4,043333333;-1,482258065;0,637666667;3,613870968;4,596774194;3,195666667
-1;1,561333333;-0,793;-4,027741935;-7,273870968;-8,265714286;-6,271612903;-4,241333333;-1,851290323;0,185333333;2,966451613;4,123225806;3,100666667
-1,5;1,535;-0,217666667;-2,885483871;-5,988387097;-7,184642857;-6,195483871;-4,476666667;-2,442903226;-0,584333333;1,807096774;3,203870968;2,81
-2;1,440666667;0,151333333;-2,032258065;-4,856774194;-6,196071429;-5,931290323;-4,556333333;-2,871935484;-1,203;0,836774194;2,338709677;2,417666667
-2,5;1,29;0,352333333;-1,412258065;-3,885806452;-5,309642857;-5,532258065;-4,517333333;-3,161290323;-1,694333333;0,044516129;1,549354839;1,962333333
-3;1,093;0,424666667;-0,973548387;-3,078387097;-4,521785714;-5,053548387;-4,390333333;-3,332258065;-2,071666667;-0,591612903;0,844516129;1,478333333
-3,5;0,858666667;0,403666667;-0,680322581;-2,428709677;-3,829642857;-4,545483871;-4,197;-3,402903226;-2,347333333;-1,09483871;0,233870968;0,992666667
-4;0,600666667;0,316666667;-0,499354839;-1,921290323;-3,233571429;-4,041612903;-3,957;-3,395483871;-2,538666667;-1,484516129;-0,288064516;0,528666667
-4,5;0,329333333;0,186333333;-0,40516129;-1,539032258;-2,726428571;-3,567096774;-3,688333333;-3,328064516;-2,652333333;-1,777741935;-0,720645161;0,100333333
-5;0,056666667;0,028666667;-0,378387097;-1,262580645;-2,308928571;-3,135483871;-3,409666667;-3,215483871;-2,704333333;-1,988064516;-1,07483871;-0,283333333
