Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-0,690322581;-0,590333333;-0,520967742;-0,469354839;-1,208928571;-2,92483871;-3,185;-2,647419355;-1,894666667;-1,402258065;-1,068064516;-0,841666667
-5;-0,79516129;-0,685;-0,607096774;-0,548064516;-1,018928571;-2,505806452;-2,944;-2,617419355;-1,984;-1,517096774;-1,187419355;-0,956666667
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);2,93483871;-4,642333333;-13,20096774;-17,78483871;-16,72607143;-8,553870968;-3,211333333;5,726129032;9,491333333;16,18903226;14,04967742;8,137666667
-0,25;1,331612903;-0,811666667;-4,3;-6,842580645;-7,130357143;-4,05516129;-1,971333333;0,587419355;2,458333333;5,10483871;4,89516129;3,016333333
-0,5;1,146774194;-0,046333333;-2,465483871;-5,277096774;-6,306071429;-4,000967742;-2,171;-0,203870968;0,918333333;3,327741935;3,745483871;2,511333333
-0,75;0,931612903;0,113;-0,883225806;-3,735806452;-5,463571429;-3,933870968;-2,319;-0,444516129;-0,009666667;1,612258065;2,586774194;1,961333333
-1;0,690645161;0,12;-0,06516129;-2,225806452;-4,628571429;-3,847096774;-2,424;-0,619032258;-0,183666667;0,304516129;1,433548387;1,367666667
-1,5;0,170645161;0,094666667;0,063548387;-0,131290323;-3,0625;-3,61483871;-2,530666667;-0,91516129;-0,366;-0,184193548;-0,060967742;0,143
-2;-0,090967742;-0,075;-0,06483871;-0,06;-1,890357143;-3,30516129;-2,528666667;-1,148387097;-0,533333333;-0,306129032;-0,181612903;-0,119666667
-2,5;-0,149354839;-0,126;-0,112580645;-0,102580645;-1,2775;-2,940967742;-2,453;-1,320645161;-0,681333333;-0,420322581;-0,272580645;-0,191666667
-3;-0,20483871;-0,171666667;-0,150967742;-0,135483871;-0,878928571;-2,550645161;-2,324333333;-1,437096774;-0,808;-0,522580645;-0,355806452;-0,259666667
-3,5;-0,257419355;-0,215666667;-0,188064516;-0,167419355;-0,620357143;-2,165483871;-2,165666667;-1,504516129;-0,912333333;-0,612903226;-0,432580645;-0,324333333
-4;-0,307419355;-0,258;-0,223870968;-0,199032258;-0,462142857;-1,806451613;-1,989666667;-1,526774194;-0,992333333;-0,689354839;-0,500967742;-0,383333333
-4,5;-0,353548387;-0,297666667;-0,258064516;-0,229032258;-0,371785714;-1,487419355;-1,808666667;-1,512258065;-1,048;-0,753548387;-0,561612903;-0,436333333
-5;-0,395806452;-0,334666667;-0,290645161;-0,257096774;-0,326428571;-1,218387097;-1,624;-1,469354839;-1,084333333;-0,802903226;-0,613548387;-0,484666667
