Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-1,290333333;-1,121;-1,001290323;-1,477741935;-3,580357143;-4,940322581;-5,054666667;-4,400322581;-3,355666667;-2,538064516;-1,95516129;-1,559333333
-5;-1,478;-1,291333333;-1,156774194;-1,415806452;-3,098928571;-4,461612903;-4,766666667;-4,351935484;-3,491;-2,732258065;-2,164516129;-1,762666667
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);0,973870968;-6,876666667;-14,61225806;-19,51129032;-18,47428571;-12,16290323;-5,978666667;0,499032258;7,952333333;15,41774194;13,22709677;6,577
-0,25;0,378333333;-1,442;-5,082258065;-8,040967742;-8,458928571;-5,608709677;-3,191;-0,708387097;1,188;4,451935484;4,396129032;2,433
-0,5;0,330666667;-0,302;-3,309677419;-6,880322581;-8,081785714;-5,505483871;-3,46;-1,040967742;0,032666667;2,397741935;3,148709677;1,953
-0,75;0,253333333;0,077;-1,587419355;-5,769032258;-7,649642857;-5,431290323;-3,668333333;-1,342258065;-0,329333333;0,661612903;1,924516129;1,427666667
-1;0,172666667;0,100333333;-0,386774194;-4,729354839;-7,183571429;-5,36483871;-3,821666667;-1,612580645;-0,529666667;-0,119354839;0,750322581;0,867666667
-1,5;-0,03;-0,021666667;-0,021290323;-3,064193548;-6,231428571;-5,210645161;-3,999666667;-2,062580645;-0,901333333;-0,446129032;-0,197741935;-0,062666667
-2;-0,203666667;-0,174;-0,155483871;-2,223870968;-5,3225;-4,991290323;-4,052;-2,403225806;-1,236666667;-0,721612903;-0,426774194;-0,271666667
-2,5;-0,355333333;-0,304666667;-0,271290323;-1,650967742;-4,498571429;-4,70483871;-4,014666667;-2,65483871;-1,531666667;-0,97483871;-0,642580645;-0,455
-3;-0,504;-0,433333333;-0,38516129;-1,281612903;-3,779285714;-4,365483871;-3,911333333;-2,823225806;-1,781333333;-1,203225806;-0,84516129;-0,628666667
-3,5;-0,646666667;-0,558333333;-0,497096774;-1,053548387;-3,168214286;-3,999032258;-3,764;-2,924516129;-1,987666667;-1,406129032;-1,031290323;-0,794333333
-4;-0,782666667;-0,679666667;-0,606451613;-0,932258065;-2,665;-3,628709677;-3,586666667;-2,967419355;-2,151;-1,582258065;-1,199677419;-0,948333333
-4,5;-0,912;-0,795;-0,710967742;-0,883225806;-2,261071429;-3,270645161;-3,390666667;-2,963225806;-2,272;-1,731290323;-1,352258065;-1,090333333
-5;-1,031666667;-0,905;-0,811935484;-0,882258065;-1,946785714;-2,940645161;-3,188666667;-2,922903226;-2,356666667;-1,855806452;-1,483225806;-1,220666667
