Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-5;0,139;-0,067;-0,719677419;-1,897741935;-3,196428571;-4,202580645;-4,54;-4,319677419;-3,612666667;-2,51483871;-1,193225806;-0,194333333
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);0,973870968;-6,876666667;-14,61258065;-19,51225806;-18,47428571;-12,16322581;-5,978666667;0,499032258;7,952333333;15,41774194;13,22709677;6,577
-0,25;0,598;-2,693;-6,058387097;-8,525483871;-8,537142857;-5,647096774;-3,262666667;-0,408064516;2,707;5,910967742;5,290967742;2,952333333
-0,5;0,745333333;-2,154333333;-5,280322581;-7,839354839;-8,213928571;-5,592258065;-3,595;-0,898709677;2,064;5,184193548;4,92;3,040666667
-0,75;0,862666667;-1,674666667;-4,592580645;-7,191612903;-7,812857143;-5,568064516;-3,834;-1,31516129;1,484;4,462258065;4,555483871;3,071333333
-1;0,960333333;-1,250666667;-3,976129032;-6,576774194;-7,378928571;-5,542580645;-4,009666667;-1,672903226;0,952333333;3,766774194;4,189677419;3,056666667
-1,5;1,093;-0,589333333;-2,943548387;-5,448709677;-6,482142857;-5,426129032;-4,199;-2,231612903;0,037;2,518709677;3,451290323;2,890666667
-2;1,155333333;-0,143666667;-2,140645161;-4,457741935;-5,617142857;-5,193870968;-4,233333333;-2,623225806;-0,695666667;1,47516129;2,71;2,584666667
-2,5;1,146;0,132666667;-1,530967742;-3,600967742;-4,821428571;-4,858709677;-4,158;-2,882903226;-1,267;0,621612903;1,988709677;2,190666667
-3;1,068333333;0,279;-1,078387097;-2,877741935;-4,106785714;-4,457741935;-4,002666667;-3,030322581;-1,696666667;-0,068387097;1,31516129;1,752
-3,5;0,933666667;0,331666667;-0,755806452;-2,284193548;-3,477142857;-4,023870968;-3,795666667;-3,086129032;-2,004666667;-0,616129032;0,707419355;1,301333333
-4;0,752;0,313666667;-0,537096774;-1,810645161;-2,932142857;-3,587096774;-3,554666667;-3,069677419;-2,211;-1,04516129;0,176451613;0,860666667
-4,5;0,538666667;0,246;-0,400967742;-1,442580645;-2,469285714;-3,170645161;-3,296;-2,996774194;-2,336;-1,371612903;-0,277096774;0,449
-5;0,306666667;0,143666667;-0,331612903;-1,167096774;-2,081071429;-2,787096774;-3,03;-2,883548387;-2,394;-1,611935484;-0,651612903;0,076
