Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-2,403;-2,133;-1,929354839;-1,791290323;-1,9775;-2,678064516;-3,438333333;-3,788064516;-3,777666667;-3,533870968;-3,160967742;-2,762
-5;-2,588333333;-2,329;-2,119354839;-1,959677419;-1,980357143;-2,425806452;-3,082666667;-3,512903226;-3,626666667;-3,505806452;-3,238064516;-2,912333333
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);1,975806452;-7,18;-20,41;-21,60548387;-19,64642857;-16,49;-7,379333333;-1,613870968;10,894;17,77064516;14,78967742;8,229333333
-0,25;0,621;-2,123;-8,070967742;-9,083225806;-8,587142857;-7,556451613;-3,671666667;-1,288064516;3,044333333;6,232903226;5,553548387;3,196333333
-0,5;0,574666667;-0,459666667;-4,914193548;-6,886129032;-7,271428571;-6,990645161;-3,948333333;-2,019032258;0,291;3,296451613;3,808709677;2,396333333
-0,75;0,454666667;0,023666667;-2,569677419;-5,225483871;-6,281071429;-6,468387097;-4,128;-2,512580645;-0,931666667;1,166451613;2,458064516;1,743666667
-1;0,348333333;0,035666667;-1,317741935;-4,146774194;-5,597857143;-6,012903226;-4,184;-2,756774194;-1,374;0,059354839;1,550967742;1,276666667
-1,5;0,070666667;-0,057333333;-0,227741935;-2,309677419;-4,263571429;-5,021290323;-4,119;-3,040967742;-1,972666667;-1,087419355;-0,119354839;0,308333333
-2;-0,351666667;-0,344333333;-0,358387097;-1,189354839;-3,07;-4,051935484;-3,841;-3,110645161;-2,314666667;-1,612903226;-0,947419355;-0,511333333
-2,5;-0,775666667;-0,676666667;-0,630967742;-0,844516129;-2,136785714;-3,195806452;-3,435;-3,03516129;-2,480666667;-1,933870968;-1,412258065;-1,008333333
-3;-1,111333333;-0,968333333;-0,881935484;-0,882903226;-1,546785714;-2,496129032;-2,981333333;-2,86;-2,520333333;-2,118064516;-1,712258065;-1,358
-3,5;-1,368;-1,207666667;-1,098064516;-1,031290323;-1,288571429;-1,98516129;-2,542;-2,630967742;-2,472;-2,204193548;-1,9;-1,604333333
-4;-1,558;-1,397666667;-1,27483871;-1,184516129;-1,238928571;-1,660645161;-2,165666667;-2,387096774;-2,371666667;-2,220322581;-2,002903226;-1,770333333
-4,5;-1,692666667;-1,54;-1,415483871;-1,315483871;-1,283571429;-1,491612903;-1,882;-2,162580645;-2,247666667;-2,192258065;-2,05;-1,873
-5;-1,778;-1,641;-1,519677419;-1,416774194;-1,351785714;-1,429032258;-1,698666667;-1,979032258;-2,126666667;-2,138064516;-2,058064516;-1,928
