Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-1,463333333;-1,264666667;-1,125483871;-1,590645161;-4,240357143;-5,86;-6,144666667;-4,992580645;-3,773666667;-2,91516129;-2,242903226;-1,776333333
-5;-1,685333333;-1,465666667;-1,309032258;-1,543225806;-3,639285714;-5,260322581;-5,789;-5,002258065;-3,941;-3,138064516;-2,488064516;-2,015666667
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);3,048;-6,919333333;-17,72258065;-23,54806452;-20,60607143;-16,67870968;-4,949;-0,124516129;7,81;18,91677419;14,00258065;7,841666667
-0,25;1,298666667;-1,455;-6,254193548;-9,585483871;-9,356428571;-7,898064516;-2,838;-0,378064516;1,047666667;5,566774194;4,861290323;2,895
-0,5;1,060333333;-0,286333333;-4,163548387;-8,107419355;-8,933571429;-7,81516129;-3,266333333;-0,687096774;-0,086333333;3,095483871;3,672258065;2,355
-0,75;0,818666667;0,088;-2,124193548;-6,716451613;-8,494285714;-7,671612903;-3,630666667;-0,990967742;-0,433666667;1,001612903;2,435806452;1,762
-1;0,569666667;0,115;-0,662903226;-5,426129032;-8,038571429;-7,480322581;-3,93;-1,282258065;-0,641;-0,076451613;1,183225806;1,132666667
-1,5;0,053;0,035;0,018387097;-3,288709677;-7,098571429;-7,002903226;-4,362666667;-1,820322581;-1,024666667;-0,487096774;-0,168387097;-0,001333333
-2;-0,193333333;-0,159666667;-0,142258065;-2,290645161;-6,151428571;-6,461612903;-4,599666667;-2,28;-1,371333333;-0,800645161;-0,440967742;-0,272666667
-2,5;-0,369333333;-0,311;-0,27483871;-1,659354839;-5,244285714;-5,89483871;-4,683333333;-2,658064516;-1,681;-1,087741935;-0,691612903;-0,482333333
-3;-0,539666667;-0,459666667;-0,406451613;-1,269677419;-4,4175;-5,33516129;-4,640666667;-2,942903226;-1,947333333;-1,344516129;-0,926129032;-0,682333333
-3,5;-0,704666667;-0,604333333;-0,535483871;-1,044193548;-3,696785714;-4,792903226;-4,509666667;-3,145483871;-2,174666667;-1,572903226;-1,141290323;-0,872333333
-4;-0,862666667;-0,744;-0,660645161;-0,937741935;-3,089642857;-4,286774194;-4,316333333;-3,267096774;-2,359666667;-1,770645161;-1,336451613;-1,05
-4,5;-1,011666667;-0,878;-0,782580645;-0,91;-2,597142857;-3,824193548;-4,085333333;-3,322580645;-2,503;-1,94;-1,512580645;-1,214666667
-5;-1,150666667;-1,005666667;-0,899677419;-0,931290323;-2,213928571;-3,409354839;-3,831;-3,321290323;-2,609333333;-2,081612903;-1,665483871;-1,364666667
