Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
-4,5;-3,053;-2,895333333;-2,756451613;-2,642258065;-2,907857143;-3,77;-4,192666667;-4,173225806;-3,946;-3,68;-3,439354839;-3,236333333
-5;-0,214;-0,232;-0,787096774;-2,03483871;-3,5225;-4,701290323;-5,084666667;-4,796451613;-4,056;-3,042580645;-1,780322581;-0,691666667
Depth (m);October;November;December;January;February;March;April;May;June;July;August;September
Ground surface temperature (°C);2,256774194;-5,124333333;-14,97935484;-20,55419355;-20,55857143;-11,93580645;-6,074666667;-0,317741935;3,865666667;9,511935484;10,08806452;5,394
-0,25;0,649;-0,086333333;-1,769677419;-6,876774194;-9,4975;-6,301612903;-4,008;-1,924193548;-0,897;-0,143548387;1,587096774;1,278666667
-0,5;-0,16;-0,122333333;-0,181290323;-4,372580645;-8,602142857;-6,401290323;-4,326333333;-2,425483871;-1,409333333;-0,91516129;-0,609032258;-0,350666667
-0,75;-0,477333333;-0,39;-0,366129032;-3,258709677;-7,772142857;-6,277419355;-4,370333333;-2,627741935;-1,646333333;-1,15483871;-0,849032258;-0,636333333
-1;-0,689666667;-0,595666667;-0,544193548;-2,485806452;-6,967857143;-6,111935484;-4,374;-2,789354839;-1,845333333;-1,362258065;-1,053870968;-0,843
-1,5;-1,025666667;-0,917;-0,842903226;-1,618709677;-5,472857143;-5,664516129;-4,285333333;-3,00516129;-2,155666667;-1,694516129;-1,39483871;-1,186
-2;-1,306;-1,190333333;-1,104193548;-1,31483871;-4,183928571;-5,088064516;-4,092666667;-3,104193548;-2,372666667;-1,94516129;-1,663548387;-1,463333333
-2,5;-1,543;-1,428666667;-1,337419355;-1,334193548;-3,171785714;-4,429032258;-3,824666667;-3,109354839;-2,514;-2,133548387;-1,876774194;-1,692
-3;-1,744666667;-1,635666667;-1,545806452;-1,485806452;-2,478214286;-3,735483871;-3,501666667;-3,042903226;-2,594666667;-2,276129032;-2,050322581;-1,881333333
-3,5;-1,919333333;-1,818666667;-1,731935484;-1,661290323;-2,066785714;-3,052903226;-3,145666667;-2,926451613;-2,63;-2,382580645;-2,191290323;-2,043
-4;-2,065;-1,973;-1,892903226;-1,822580645;-1,880714286;-2,462258065;-2,776;-2,762903226;-2,615;-2,447096774;-2,297741935;-2,172666667
-4,5;-2,153666667;-2,075333333;-2,00483871;-1,940645161;-1,909285714;-2,137741935;-2,452;-2,561290323;-2,529;-2,439032258;-2,337096774;-2,242333333
-5;0,056666667;0,028666667;-0,378387097;-1,262580645;-2,308928571;-3,135483871;-3,409666667;-3,215483871;-2,704333333;-1,988064516;-1,07483871;-0,283333333
